id,x,y,IdAsLabel
0003,-0.5942084285555295,-4.708401872677076,True
0004,0.6570590832675283,0.07026249458888109,True
0032,-0.047791578765012915,0.4063954121249059,True
0035,-0.08236778871746445,0.34423084062014003,True
0005,2.9999999999999996,-0.9463248218032889,True
0020,-0.07498083336494502,0.353866490540806,True
0018,-0.08250614479746703,0.33775677032898566,True
0027,-0.1449109499253348,0.23056261017290855,True
0011,-0.06018283436140061,0.3367671874946801,True
0029,-0.07932923124430549,0.33483038764652273,True
0028,-0.06979650984676797,0.3529352133293433,True
0017,-0.0686412230137366,0.392231837312314,True
0010,-0.22206306675386972,-0.4715823983689562,True
0019,-0.11041448971995735,0.41967835571558676,True
0021,-0.07456877294764078,0.3501695660283655,True
0044,-0.04991523141674513,0.37602630392938075,True
0007,-0.1277318442327748,0.1020868522924912,True
0009,-0.10510447528403763,0.2510621522330476,True
0054,-0.10613578725615284,0.08312883799981854,True
0053,-0.10657482436722122,0.0769558941812997,True
0030,-0.06700567945777464,0.3524153439294419,True
0001,-0.3579269626362224,-1.608356026715311,True
0006,-0.1524464307889926,0.15225521497045064,True
0052,-0.20263289869879952,0.3924647550412338,True
0055,-0.1510541994622085,0.07597974836362735,True
0046,-0.09014939093078564,0.2986679076649442,True
0015,-0.07122843635276063,0.34658369284046636,True
0049,-0.12313551269671305,0.28817787292696356,True
0047,-0.08029186393788093,0.34056997293478264,True
0013,-0.07975454375202892,0.32971412895105856,True
0014,-0.07420914998299716,0.3388892754021852,True
